Timestamp,Temp (ºC),Hum (%),Voltage (V),Current (Amp),Vibration (Vib),Fault,,,,,
2/13/2023,24.00,38.80,25.63,2.07,9.12,Normal ,,,,,
2/13/2023,24.00,38.80,25.63,2.07,9.12,Normal ,,,,,
2/13/2023,24.00,38.80,25.63,2.07,9.12,Normal ,,,,,
2/13/2023,23.90,38.90,28.06,2.16,9.42,Normal ,,,,,
2/13/2023,23.90,38.90,28.06,2.16,9.42,Normal ,,,,,
2/13/2023,23.90,38.90,28.06,2.16,9.42,Normal ,,,,,
2/13/2023,23.90,38.90,28.06,2.16,9.42,Normal ,,,,,
2/13/2023,23.90,38.90,28.06,2.16,9.42,Normal ,,,,,
2/13/2023,23.90,38.90,28.06,2.16,9.42,Normal ,,,,,
2/13/2023,23.90,38.90,28.06,2.16,9.42,Normal ,,,,,
2/13/2023,23.90,38.90,28.06,2.16,9.42,Normal ,,,,,
2/13/2023,23.90,39.00,80.89,2.29,9.78,Over Load,,,,,
2/13/2023,23.90,39.00,80.89,2.29,9.78,Over Load,,,,,
2/13/2023,23.90,39.00,80.89,2.29,9.78,Over Load,,,,,
2/13/2023,23.90,39.00,80.89,2.29,9.78,Over Load,,,,,
2/13/2023,23.90,39.00,80.89,2.29,9.78,Over Load,,,,,
2/13/2023,23.90,39.00,80.89,2.29,9.78,Over Load,,,,,
2/13/2023,23.90,39.00,80.89,2.29,9.78,Over Load,,,,,
2/13/2023,23.90,39.00,80.89,2.29,9.78,Over Load,,,,,
2/13/2023,24.00,38.80,46.17,2.25,10.01,Over Load,,,,,
2/13/2023,24.00,38.80,46.17,2.25,10.01,Over Load,,,,,
2/13/2023,24.00,38.80,46.17,2.25,10.01,Over Load,,,,,
2/13/2023,24.00,38.80,46.17,2.25,10.01,Over Load,,,,,
2/13/2023,24.00,38.80,46.17,2.25,10.01,Over Load,,,,,
2/13/2023,24.00,38.80,46.17,2.25,10.01,Over Load,,,,,
2/13/2023,24.00,38.80,46.17,2.25,10.01,Over Load,,,,,
2/13/2023,24.00,38.80,46.17,2.25,10.01,Over Load,,,,,
2/13/2023,24.00,38.90,47.16,2.58,9.75,Over Load,,,,,
2/13/2023,24.00,38.90,47.16,2.58,9.75,Over Load,,,,,
2/13/2023,24.00,38.90,47.16,2.58,9.75,Over Load,,,,,
2/13/2023,24.00,38.90,47.16,2.58,9.75,Over Load,,,,,
2/13/2023,24.00,38.90,47.16,2.58,9.75,Over Load,,,,,
2/13/2023,24.00,38.90,47.16,2.58,9.75,Over Load,,,,,
2/13/2023,24.00,38.90,47.16,2.58,9.75,Over Load,,,,,
2/13/2023,24.00,38.90,47.16,2.58,9.75,Over Load,,,,,
2/13/2023,24.00,38.90,47.04,2.50,10.21,Over Load,,,,,
2/13/2023,24.00,38.90,47.04,2.50,10.21,Over Load,,,,,
2/13/2023,24.00,38.90,47.04,2.50,10.21,Over Load,,,,,
2/13/2023,24.00,38.90,47.04,2.50,10.21,Over Load,,,,,
2/13/2023,24.00,38.90,47.04,2.50,10.21,Over Load,,,,,
2/13/2023,24.00,38.90,47.04,2.50,10.21,Over Load,,,,,
2/13/2023,24.00,38.90,47.04,2.50,10.21,Over Load,,,,,
2/13/2023,24.00,38.90,47.04,2.50,10.21,Over Load,,,,,
2/13/2023,23.90,39.10,46.74,2.43,9.62,Over Load,,,,,
2/13/2023,23.90,39.10,46.74,2.43,9.62,Over Load,,,,,
2/13/2023,23.90,39.10,46.74,2.43,9.62,Over Load,,,,,
2/13/2023,23.90,39.10,46.74,2.43,9.62,Over Load,,,,,
2/13/2023,23.90,39.10,46.74,2.43,9.62,Over Load,,,,,
2/13/2023,23.90,39.10,46.74,2.43,9.62,Over Load,,,,,
2/13/2023,23.90,39.10,46.74,2.43,9.62,Over Load,,,,,
2/13/2023,23.90,39.10,46.74,2.43,9.62,Over Load,,,,,
2/13/2023,23.90,39.10,47.95,2.20,10.23,Over Load,,,,,
2/13/2023,23.90,39.10,47.95,2.20,10.23,Over Load,,,,,
2/13/2023,23.90,39.10,47.95,2.20,10.23,Over Load,,,,,
2/13/2023,23.90,39.10,47.95,2.20,10.23,Over Load,,,,,
2/13/2023,23.90,39.10,47.95,2.20,10.23,Over Load,,,,,
2/13/2023,23.90,39.10,47.95,2.20,10.23,Over Load,,,,,
2/13/2023,23.90,39.10,47.95,2.20,10.23,Over Load,,,,,
2/13/2023,23.90,39.10,47.95,2.20,10.23,Over Load,,,,,
2/13/2023,23.80,39.30,40.79,2.06,10.04,Over Load,,,,,
2/13/2023,23.80,39.30,40.79,2.06,10.04,Over Load,,,,,
2/13/2023,23.80,39.30,40.79,2.06,10.04,Over Load,,,,,
2/13/2023,23.80,39.30,40.79,2.06,10.04,Over Load,,,,,
2/13/2023,23.80,39.30,40.79,2.06,10.04,Over Load,,,,,
2/13/2023,23.80,39.30,40.79,2.06,10.04,Over Load,,,,,
2/13/2023,23.80,39.30,40.79,2.06,10.04,Over Load,,,,,
2/13/2023,23.80,39.30,40.79,2.06,10.04,Over Load,,,,,
2/13/2023,23.90,39.30,43.14,2.03,9.12,Over Load,,,,,
2/13/2023,23.90,39.30,43.14,2.03,9.12,Over Load,,,,,
2/13/2023,23.90,39.30,43.14,2.03,9.12,Over Load,,,,,
2/13/2023,23.90,39.30,43.14,2.03,9.12,Over Load,,,,,
2/13/2023,23.90,39.30,43.14,2.03,9.12,Over Load,,,,,
2/13/2023,23.90,39.30,43.14,2.03,9.12,Over Load,,,,,
2/13/2023,23.90,39.30,43.14,2.03,9.12,Over Load,,,,,
2/13/2023,23.90,39.30,43.14,2.03,9.12,Over Load,,,,,
2/13/2023,23.90,39.30,33.05,1.67,9.04,Over Load,,,,,
2/13/2023,23.90,39.30,33.05,1.67,9.04,Over Load,,,,,
2/13/2023,23.90,39.30,33.05,1.67,9.04,Over Load,,,,,
2/13/2023,23.90,39.30,33.05,1.67,9.04,Over Load,,,,,
2/13/2023,23.90,39.30,33.05,1.67,9.04,Over Load,,,,,
2/13/2023,23.90,39.30,33.05,1.67,9.04,Over Load,,,,,
2/13/2023,23.90,39.30,33.05,1.67,9.04,Over Load,,,,,
2/13/2023,23.90,39.30,33.05,1.67,9.04,Over Load,,,,,
2/13/2023,23.90,39.20,43.35,2.15,9.84,Over Load,,,,,
2/13/2023,23.90,39.20,43.35,2.15,9.84,Over Load,,,,,
2/13/2023,23.90,39.20,43.35,2.15,9.84,Over Load,,,,,
2/13/2023,23.90,39.20,43.35,2.15,9.84,Over Load,,,,,
2/13/2023,23.90,39.20,43.35,2.15,9.84,Over Load,,,,,
2/13/2023,23.90,39.20,43.35,2.15,9.84,Over Load,,,,,
2/13/2023,23.90,39.20,43.35,2.15,9.84,Over Load,,,,,
2/13/2023,23.90,39.20,43.35,2.15,9.84,Over Load,,,,,
2/13/2023,23.90,39.10,40.82,2.44,9.69,Over Load,,,,,
2/13/2023,23.90,39.10,40.82,2.44,9.69,Over Load,,,,,
2/13/2023,23.90,39.10,40.82,2.44,9.69,Over Load,,,,,
2/13/2023,23.90,39.10,40.82,2.44,9.69,Over Load,,,,,
2/13/2023,23.90,39.10,40.82,2.44,9.69,Over Load,,,,,
2/13/2023,23.90,39.10,40.82,2.44,9.69,Over Load,,,,,
2/13/2023,23.90,39.10,40.82,2.44,9.69,Over Load,,,,,
2/13/2023,23.90,39.10,40.82,2.44,9.69,Over Load,,,,,
2/13/2023,40.00,39.10,25.63,1.94,9.69,winding short ,,,,winding short ,Normal
2/13/2023,40.00,39.10,25.63,1.94,9.69,winding short ,,,,,
2/13/2023,40.00,39.10,25.63,1.94,9.69,winding short ,,,,,
2/13/2023,40.00,39.10,25.63,1.94,9.69,winding short ,,,,,
2/13/2023,40.00,39.10,25.63,1.94,9.69,winding short ,,,,,
2/13/2023,40.00,39.10,25.63,1.94,9.69,winding short ,,,,,
2/13/2023,40.00,39.10,25.63,1.94,9.69,winding short ,,,,,
2/13/2023,40.00,39.10,28.06,1.94,9.69,winding short ,,,,,
2/13/2023,40.00,39.10,28.06,2.07,9.69,winding short ,,,,,
2/13/2023,40.00,39.10,28.06,2.07,9.69,winding short ,,,,,
2/13/2023,40.00,39.10,28.06,2.07,9.69,winding short ,,,,,
2/13/2023,40.00,39.10,28.06,2.07,9.69,winding short ,,,,,
2/13/2023,40.00,39.10,28.06,2.07,9.69,winding short ,,,,,
2/13/2023,40.00,39.10,28.06,2.07,9.69,winding short ,,,,,
2/13/2023,40.00,39.10,28.06,2.07,9.69,winding short ,,,,,
2/13/2023,40.00,39.10,25.63,2.07,9.69,winding short ,,,,,
2/13/2023,40.00,39.10,25.63,2.16,9.69,winding short ,,,,,
2/13/2023,40.00,39.10,25.63,2.16,9.69,winding short ,,,,,
2/13/2023,40.00,39.10,25.63,1.94,9.69,winding short ,,,,,
2/13/2023,40.00,39.10,25.63,1.94,9.69,winding short ,,,,,
2/13/2023,40.00,39.10,25.63,1.94,9.69,winding short ,,,,,
2/13/2023,40.00,39.10,25.63,1.94,9.69,winding short ,,,,,
2/13/2023,40.00,39.10,28.06,1.94,9.69,winding short ,,,,,
2/13/2023,40.00,39.10,28.06,1.94,9.69,winding short ,,,,,
2/13/2023,40.00,39.10,28.06,1.94,9.69,winding short ,,,,,
2/13/2023,40.00,39.10,28.06,1.94,9.69,winding short ,,,,,
2/13/2023,40.00,39.10,28.06,2.07,9.69,winding short ,,,,,
2/13/2023,40.00,39.10,28.06,2.07,9.69,winding short ,,,,,
2/13/2023,40.00,39.10,28.06,2.07,9.69,winding short ,,,,,
2/13/2023,40.00,39.10,28.06,2.07,9.69,winding short ,,,,,
2/13/2023,40.00,39.10,25.63,2.07,9.69,winding short ,,,,,
2/13/2023,40.00,39.10,25.63,2.07,9.69,winding short ,,,,,
2/13/2023,40.00,39.10,25.63,2.07,9.69,winding short ,,,,,
2/13/2023,40.00,39.10,25.63,2.07,9.69,winding short ,,,,,
2/13/2023,40.00,39.10,25.63,2.16,9.69,winding short ,,,,,
2/13/2023,40.00,39.10,25.63,2.16,9.69,winding short ,,,,,
2/13/2023,40.00,39.10,25.63,1.94,9.69,winding short ,,,,,
2/13/2023,40.00,39.10,28.06,1.94,9.69,winding short ,,,,,
2/13/2023,40.00,39.10,28.06,1.94,9.69,winding short ,,,,,
2/13/2023,40.00,39.10,28.06,1.94,9.69,winding short ,,,,,
2/13/2023,40.00,39.10,28.06,1.94,9.69,winding short ,,,,,
2/13/2023,40.00,39.10,28.06,1.94,9.69,winding short ,,,,,
2/13/2023,40.00,39.10,28.06,1.94,9.69,winding short ,,,,,
2/13/2023,40.00,39.10,28.06,1.94,9.69,winding short ,,,,,
2/13/2023,40.00,39.10,28.06,2.07,9.69,winding short ,,,,,
2/13/2023,40.00,39.10,25.63,2.07,9.69,winding short ,,,,,
2/13/2023,40.00,39.10,25.63,2.07,9.69,winding short ,,,,,
2/13/2023,40.00,39.10,25.63,2.07,9.69,winding short ,,,,,
2/13/2023,40.00,39.10,25.63,2.07,9.69,winding short ,,,,,
2/13/2023,40.00,39.10,25.63,2.07,9.69,winding short ,,,,,
2/13/2023,40.00,39.10,25.63,2.07,9.69,winding short ,,,,,
2/13/2023,40.00,39.10,25.63,2.07,9.69,winding short ,,,,,
2/13/2023,40.00,39.10,28.06,2.16,9.69,winding short ,,,,,
2/13/2023,40.00,39.10,28.06,2.16,9.69,winding short ,,,,,
2/13/2023,40.00,39.10,28.06,1.94,9.69,winding short ,,,,,
2/13/2023,40.00,39.10,28.06,1.94,9.69,winding short ,,,,,
2/13/2023,40.00,39.10,28.06,1.94,9.85,winding short ,,,,,
2/13/2023,40.00,39.10,28.06,1.94,9.85,winding short ,,,,,
2/13/2023,40.00,39.10,28.06,1.94,9.85,winding short ,,,,,
2/13/2023,40.00,39.10,28.06,1.94,9.85,winding short ,,,,,
2/13/2023,40.00,39.10,25.63,1.94,9.85,winding short ,,,,,
2/13/2023,40.00,39.10,25.63,1.94,9.85,winding short ,,,,,
2/13/2023,40.00,39.10,25.63,2.07,9.85,winding short ,,,,,
2/13/2023,45.10,40.50,25.63,2.07,9.85,winding short ,,,,,
2/13/2023,45.10,40.50,25.63,2.07,9.85,winding short ,,,,,
2/13/2023,45.10,40.50,25.63,2.07,9.85,winding short ,,,,,
2/13/2023,45.10,40.50,25.63,2.07,9.85,winding short ,,,,,
2/13/2023,45.10,40.50,28.06,2.07,9.85,winding short ,,,,,
2/13/2023,45.10,40.50,28.06,2.07,9.85,winding short ,,,,,
2/13/2023,45.10,40.50,28.06,2.07,9.85,winding short ,,,,,
2/13/2023,45.10,40.50,28.06,2.16,9.85,winding short ,,,,,
2/13/2023,45.10,40.50,28.06,2.16,9.85,winding short ,,,,,
2/13/2023,45.10,40.50,28.06,1.94,9.85,winding short ,,,,,
2/13/2023,45.10,40.50,28.06,1.94,9.85,winding short ,,,,,
2/13/2023,45.10,40.50,28.06,1.94,9.85,winding short ,,,,,
2/13/2023,45.10,40.50,25.63,1.94,9.85,winding short ,,,,,
2/13/2023,45.10,40.50,25.63,1.94,9.85,winding short ,,,,,
2/13/2023,45.10,40.50,25.63,1.94,9.85,winding short ,,,,,
2/13/2023,45.10,40.50,25.63,1.94,9.85,winding short ,,,,,
2/13/2023,45.10,40.50,25.63,1.94,9.85,winding short ,,,,,
2/13/2023,45.10,40.50,25.63,2.07,9.85,winding short ,,,,,
2/13/2023,45.10,40.50,25.63,2.07,9.85,winding short ,,,,,
2/13/2023,45.10,40.50,28.06,2.07,9.85,winding short ,,,,,
2/13/2023,45.10,40.50,28.06,2.07,9.85,winding short ,,,,,
2/13/2023,45.10,40.50,28.06,2.07,9.85,winding short ,,,,,
2/13/2023,45.10,40.50,28.06,2.07,9.85,winding short ,,,,,
2/13/2023,45.10,40.50,28.06,2.07,9.85,winding short ,,,,,
2/13/2023,45.10,40.50,28.06,2.07,9.85,winding short ,,,,,
2/13/2023,45.10,40.50,28.06,2.16,9.85,winding short ,,,,,
2/13/2023,45.10,40.50,28.06,2.16,9.85,winding short ,,,,,
2/13/2023,45.10,40.50,25.63,1.94,9.85,winding short ,,,,,
2/13/2023,45.10,40.50,25.63,1.94,9.85,winding short ,,,,,
2/13/2023,45.10,40.50,25.63,1.94,9.85,winding short ,,,,,
2/13/2023,45.10,40.50,25.63,1.94,9.85,winding short ,,,,,
2/13/2023,45.10,40.50,25.63,1.94,9.85,winding short ,,,,,
2/13/2023,45.10,40.50,25.63,1.94,9.85,winding short ,,,,,
2/13/2023,45.10,40.50,25.63,1.94,9.85,winding short ,,,,,
2/13/2023,45.10,40.50,28.06,1.94,9.85,winding short ,,,,,
2/13/2023,45.10,40.50,28.06,2.07,9.85,winding short ,,,,,
2/13/2023,45.10,40.50,28.06,2.07,9.85,winding short ,,,,,
2/13/2023,45.10,40.50,28.06,2.07,9.85,winding short ,,,,,
2/13/2023,45.10,40.50,28.06,2.07,9.85,winding short ,,,,,
2/13/2023,45.10,40.50,28.06,2.07,9.85,winding short ,,,,,
2/13/2023,45.10,40.50,28.06,2.07,9.85,winding short ,,,,,
2/13/2023,45.10,40.50,28.06,2.07,9.85,winding short ,,,,,
2/13/2023,45.10,40.50,25.63,2.07,9.85,winding short ,,,,,
2/13/2023,45.10,40.50,25.63,2.16,9.85,winding short ,,,,,
2/13/2023,45.10,40.50,25.63,2.16,9.85,winding short ,,,,,
2/13/2023,45.10,40.50,25.63,1.94,9.85,winding short ,,,,,
2/13/2023,45.10,40.50,25.63,1.94,9.85,winding short ,,,,,
2/13/2023,45.10,40.50,25.63,1.94,9.85,winding short ,,,,,
2/13/2023,45.10,40.50,25.63,1.94,9.85,winding short ,,,,,
2/13/2023,45.10,40.50,28.06,1.94,9.85,winding short ,,,,,
2/13/2023,45.10,60.50,25.63,1.94,9.75,winding short ,,,,,
2/13/2023,45.10,60.50,25.63,1.94,9.75,winding short ,,,,,
2/13/2023,45.10,60.50,28.06,1.94,9.75,winding short ,,,,,
2/13/2023,45.10,60.50,28.06,2.07,9.75,winding short ,,,,,
2/13/2023,45.10,60.50,28.06,2.07,9.75,winding short ,,,,,
2/13/2023,22.50,60.50,28.06,2.07,9.75,Water Penetration ,,,,Water Penetration ,Normal 
2/13/2023,22.50,60.50,28.06,2.07,10.21,Water Penetration ,,,,,
2/13/2023,22.50,60.50,28.06,2.07,10.21,Water Penetration ,,,,,
2/13/2023,22.50,60.50,28.06,2.07,10.21,Water Penetration ,,,,,
2/13/2023,22.50,60.50,28.06,2.07,10.21,Water Penetration ,,,,,
2/13/2023,22.50,60.50,25.63,2.07,10.21,Water Penetration ,,,,,
2/13/2023,22.50,60.50,25.63,2.16,10.21,Water Penetration ,,,,,
2/13/2023,22.50,60.50,25.63,2.16,10.21,Water Penetration ,,,,,
2/13/2023,22.50,60.50,25.63,2.07,10.21,Water Penetration ,,,,,
2/13/2023,22.50,60.50,25.63,2.07,9.62,Water Penetration ,,,,,
2/13/2023,22.50,60.50,25.63,2.16,9.62,Water Penetration ,,,,,
2/13/2023,22.50,60.50,25.63,2.16,9.62,Water Penetration ,,,,,
2/13/2023,24.10,60.50,28.06,1.94,9.62,Water Penetration ,,,,,
2/13/2023,24.10,60.50,25.63,1.94,9.62,Water Penetration ,,,,,
2/13/2023,24.10,60.50,25.63,1.94,9.62,Water Penetration ,,,,,
2/13/2023,24.10,60.50,25.63,1.94,9.62,Water Penetration ,,,,,
2/13/2023,24.10,60.50,25.63,1.94,9.62,Water Penetration ,,,,,
2/13/2023,24.10,60.50,25.63,1.94,10.23,Water Penetration ,,,,,
2/13/2023,24.10,60.50,25.63,1.94,10.23,Water Penetration ,,,,,
2/13/2023,24.10,60.50,28.06,1.94,10.23,Water Penetration ,,,,,
2/13/2023,24.10,65.50,25.63,2.07,9.75,Water Penetration ,,,,,
2/13/2023,24.10,65.50,25.63,2.07,9.75,Water Penetration ,,,,,
2/13/2023,24.10,65.50,28.06,2.07,9.75,Water Penetration ,,,,,
2/13/2023,24.10,65.50,28.06,2.07,9.75,Water Penetration ,,,,,
2/13/2023,24.10,65.50,28.06,2.07,9.75,Water Penetration ,,,,,
2/13/2023,24.10,65.50,28.06,2.07,9.75,Water Penetration ,,,,,
2/13/2023,24.10,65.50,28.06,2.07,10.21,Water Penetration ,,,,,
2/13/2023,24.10,65.50,28.06,2.07,10.21,Water Penetration ,,,,,
2/13/2023,24.10,65.50,28.06,2.16,10.21,Water Penetration ,,,,,
2/13/2023,24.10,65.50,28.06,2.16,10.21,Water Penetration ,,,,,
2/13/2023,24.10,65.50,25.63,2.07,10.21,Water Penetration ,,,,,
2/13/2023,24.10,65.50,25.63,2.07,10.21,Water Penetration ,,,,,
2/13/2023,24.10,65.50,25.63,2.16,10.21,Water Penetration ,,,,,
2/13/2023,24.10,65.50,25.63,2.16,10.21,Water Penetration ,,,,,
2/13/2023,24.10,65.50,25.63,1.94,9.62,Water Penetration ,,,,,
2/13/2023,24.10,65.50,25.63,1.94,9.62,Water Penetration ,,,,,
2/13/2023,24.10,65.50,25.63,1.94,9.62,Water Penetration ,,,,,
2/13/2023,24.10,65.50,28.06,1.94,9.62,Water Penetration ,,,,,
2/13/2023,24.10,65.50,25.63,1.94,9.62,Water Penetration ,,,,,
2/13/2023,24.10,65.50,25.63,1.94,9.62,Water Penetration ,,,,,
2/13/2023,25.10,65.50,25.63,1.94,9.62,Water Penetration ,,,,,
2/13/2023,25.10,65.50,25.63,1.94,9.62,Water Penetration ,,,,,
2/13/2023,25.10,65.50,25.63,2.07,10.23,Water Penetration ,,,,,
2/13/2023,25.10,65.50,25.63,2.07,10.23,Water Penetration ,,,,,
2/13/2023,25.10,65.50,28.06,2.07,10.23,Water Penetration ,,,,,
2/13/2023,25.10,65.50,25.63,2.07,9.75,Water Penetration ,,,,,
2/13/2023,25.10,65.50,25.63,2.07,9.75,Water Penetration ,,,,,
2/13/2023,25.10,65.50,28.06,2.07,9.75,Water Penetration ,,,,,
2/13/2023,25.10,65.50,28.06,2.07,9.75,Water Penetration ,,,,,
2/13/2023,25.10,65.50,28.06,2.07,9.75,Water Penetration ,,,,,
2/13/2023,25.10,65.50,28.06,2.16,9.75,Water Penetration ,,,,,
2/13/2023,25.10,65.50,28.06,2.16,10.21,Water Penetration ,,,,,
2/13/2023,25.10,65.50,28.06,2.07,10.21,Water Penetration ,,,,,
2/13/2023,25.10,65.50,28.06,2.07,10.21,Water Penetration ,,,,,
2/13/2023,25.10,65.50,28.06,2.16,10.21,Water Penetration ,,,,,
2/13/2023,25.10,65.50,25.63,2.16,10.21,Water Penetration ,,,,,
2/13/2023,25.10,65.50,25.63,1.94,10.21,Water Penetration ,,,,,
2/13/2023,25.10,65.50,25.63,1.94,10.21,Water Penetration ,,,,,
2/13/2023,25.10,65.50,25.63,1.94,10.21,Water Penetration ,,,,,
2/13/2023,25.10,65.50,25.63,1.94,9.62,Water Penetration ,,,,,
2/13/2023,25.10,65.50,25.63,1.94,9.62,Water Penetration ,,,,,
2/13/2023,25.10,65.50,25.63,1.94,9.62,Water Penetration ,,,,,
2/13/2023,25.10,65.50,28.06,1.94,9.62,Water Penetration ,,,,,
2/13/2023,25.10,65.50,25.63,1.94,9.62,Water Penetration ,,,,,
2/13/2023,25.10,65.50,25.63,2.07,9.62,Water Penetration ,,,,,
2/13/2023,25.10,65.50,25.63,2.07,9.62,Water Penetration ,,,,,
2/13/2023,25.10,65.50,25.63,2.07,9.62,Water Penetration ,,,,,
2/13/2023,25.10,65.50,25.63,2.07,10.23,Water Penetration ,,,,,
2/13/2023,25.10,65.50,25.63,2.07,10.23,Water Penetration ,,,,,
2/13/2023,25.10,65.50,28.06,2.07,10.23,Water Penetration ,,,,,
2/13/2023,25.10,65.50,25.63,2.07,9.62,Water Penetration ,,,,,
2/13/2023,25.10,65.50,25.63,2.07,9.62,Water Penetration ,,,,,
2/13/2023,25.10,65.50,28.06,2.16,9.62,Water Penetration ,,,,,
2/13/2023,25.10,65.50,28.06,2.16,9.62,Water Penetration ,,,,,
2/13/2023,25.10,65.50,28.06,2.07,9.62,Water Penetration ,,,,,
2/13/2023,25.10,65.50,28.06,2.07,9.62,Water Penetration ,,,,,
2/13/2023,25.10,65.50,28.06,2.16,9.62,Water Penetration ,,,,,
2/13/2023,25.10,39.10,28.06,2.16,5.50,Bearing Damage,,,,Bearing Damage,Normal
2/13/2023,25.10,39.10,28.06,1.94,5.50,Bearing Damage,,,,,
2/13/2023,25.10,39.10,28.06,1.94,5.50,Bearing Damage,,,,,
2/13/2023,25.10,39.10,25.63,1.94,5.50,Bearing Damage,,,,,
2/13/2023,25.10,39.10,25.63,1.94,5.50,Bearing Damage,,,,,
2/13/2023,25.10,39.10,25.63,1.94,5.50,Bearing Damage,,,,,
2/13/2023,25.10,39.10,25.63,1.94,5.50,Bearing Damage,,,,,
2/13/2023,25.10,39.10,25.63,1.94,5.50,Bearing Damage,,,,,
2/13/2023,25.10,39.10,25.63,1.94,5.50,Bearing Damage,,,,,
2/13/2023,25.10,39.10,25.63,2.07,5.50,Bearing Damage,,,,,
2/13/2023,25.10,39.10,28.06,2.07,6.80,Bearing Damage,,,,,
2/13/2023,25.10,39.10,28.06,2.07,6.80,Bearing Damage,,,,,
2/13/2023,25.10,39.10,28.06,2.07,6.80,Bearing Damage,,,,,
2/13/2023,25.10,39.10,28.06,2.07,6.80,Bearing Damage,,,,,
2/13/2023,25.10,39.10,28.06,2.07,6.80,Bearing Damage,,,,,
2/13/2023,25.10,39.10,28.06,2.07,6.80,Bearing Damage,,,,,
2/13/2023,25.10,39.10,28.06,2.07,6.80,Bearing Damage,,,,,
2/13/2023,25.10,39.10,28.06,2.16,6.80,Bearing Damage,,,,,
